HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals
Bulgaria,Slovenia,2018,1,1,2
Cyprus,Norway,2018,0,2,2
Andorra,Latvia,2018,0,0,0
Georgia,Kazakhstan,2018,2,1,3
North Macedonia,Gibraltar,2018,4,0,4
Liechtenstein,Armenia,2018,2,2,4
Curaçao,Guadeloupe,2018,6,0,6
Martinique,Antigua and Barbuda,2018,4,2,6
Portugal,Poland,2018,1,1,2
Sweden,Russia,2018,2,0,2
Scotland,Israel,2018,3,2,5
Montenegro,Romania,2018,0,1,1
Serbia,Lithuania,2018,4,1,5
Kosovo,Azerbaijan,2018,4,0,4
Malta,Faroe Islands,2018,1,1,2
Sint Maarten,Dominica,2018,0,2,2
French Guiana,Guyana,2018,2,1,3
United Arab Emirates,Bahrain,2019,1,1,2
Thailand,India,2019,1,4,5
Australia,Jordan,2019,0,1,1
Syria,Palestine,2019,0,0,0
China PR,Kyrgyzstan,2019,2,1,3
South Korea,Philippines,2019,1,0,1
Iran,Yemen,2019,5,0,5
Iraq,Vietnam,2019,3,2,5
Saudi Arabia,North Korea,2019,4,0,4
Qatar,Lebanon,2019,2,0,2
Japan,Turkmenistan,2019,3,2,5
Uzbekistan,Oman,2019,2,1,3
Bahrain,Thailand,2019,0,1,1
Jordan,Syria,2019,2,0,2
United Arab Emirates,India,2019,2,0,2
Palestine,Australia,2019,0,3,3
Philippines,China PR,2019,0,3,3
Kyrgyzstan,South Korea,2019,0,1,1
Vietnam,Iran,2019,0,2,2
Yemen,Iraq,2019,0,3,3
Lebanon,Saudi Arabia,2019,0,2,2
North Korea,Qatar,2019,0,6,6
Oman,Japan,2019,0,1,1
Turkmenistan,Uzbekistan,2019,0,4,4
India,Bahrain,2019,0,1,1
United Arab Emirates,Thailand,2019,1,1,2
Australia,Syria,2019,3,2,5
Palestine,Jordan,2019,0,0,0
South Korea,China PR,2019,2,0,2
Kyrgyzstan,Philippines,2019,3,1,4
Iran,Iraq,2019,0,0,0
Vietnam,Yemen,2019,2,0,2
Lebanon,North Korea,2019,4,1,5
Saudi Arabia,Qatar,2019,0,2,2
Japan,Uzbekistan,2019,2,1,3
Oman,Turkmenistan,2019,3,1,4
Iran,Oman,2019,2,0,2
Jordan,Vietnam,2019,1,1,2
Thailand,China PR,2019,1,2,3
Australia,Uzbekistan,2019,0,0,0
Japan,Saudi Arabia,2019,1,0,1
United Arab Emirates,Kyrgyzstan,2019,3,2,5
South Korea,Bahrain,2019,2,1,3
Qatar,Iraq,2019,1,0,1
China PR,Iran,2019,0,3,3
Vietnam,Japan,2019,0,1,1
South Korea,Qatar,2019,0,1,1
United Arab Emirates,Australia,2019,1,0,1
Iran,Japan,2019,0,3,3
United Arab Emirates,Qatar,2019,0,4,4
Japan,Qatar,2019,1,3,4
Northern Ireland,Estonia,2019,2,0,2
Netherlands,Belarus,2019,4,0,4
Croatia,Azerbaijan,2019,2,1,3
Slovakia,Hungary,2019,2,0,2
Austria,Poland,2019,0,1,1
North Macedonia,Latvia,2019,3,1,4
Israel,Slovenia,2019,1,1,2
Cyprus,San Marino,2019,5,0,5
Belgium,Russia,2019,3,1,4
Kazakhstan,Scotland,2019,3,0,3
British Virgin Islands,Turks and Caicos Islands,2019,2,2,4
Bulgaria,Montenegro,2019,1,1,2
England,Czech Republic,2019,5,0,5
Portugal,Ukraine,2019,0,0,0
Luxembourg,Lithuania,2019,2,1,3
Albania,Turkey,2019,0,2,2
Andorra,Iceland,2019,0,2,2
Moldova,France,2019,1,4,5
Botswana,Angola,2019,0,1,1
Anguilla,United States Virgin Islands,2019,0,3,3
Saint Vincent and the Grenadines,Bonaire,2019,2,1,3
Cayman Islands,Montserrat,2019,1,2,3
Saint Lucia,Aruba,2019,3,2,5
Georgia,Switzerland,2019,0,2,2
Gibraltar,Republic of Ireland,2019,0,1,1
Malta,Faroe Islands,2019,2,1,3
Sweden,Romania,2019,2,1,3
Spain,Norway,2019,2,1,3
Bosnia and Herzegovina,Armenia,2019,2,1,3
Italy,Finland,2019,2,0,2
Liechtenstein,Greece,2019,0,2,2
Senegal,Madagascar,2019,2,0,2
Cameroon,Comoros,2019,3,0,3
Mali,South Sudan,2019,3,0,3
Ghana,Kenya,2019,1,0,1
Niger,Egypt,2019,1,1,2
Zambia,Namibia,2019,4,1,5
Dominica,Bahamas,2019,4,0,4
Sint Maarten,Saint Martin,2019,4,3,7
Antigua and Barbuda,Curaçao,2019,2,1,3
Guyana,Belize,2019,2,1,3
Suriname,Saint Kitts and Nevis,2019,2,0,2
Guadeloupe,Martinique,2019,0,1,1
Northern Ireland,Belarus,2019,2,1,3
Netherlands,Germany,2019,2,3,5
Wales,Slovakia,2019,1,0,1
Hungary,Croatia,2019,2,1,3
Israel,Austria,2019,4,2,6
Poland,Latvia,2019,2,0,2
Slovenia,North Macedonia,2019,1,1,2
San Marino,Scotland,2019,0,2,2
Kazakhstan,Russia,2019,0,4,4
Cyprus,Belgium,2019,0,2,2
Benin,Togo,2019,2,1,3
Libya,South Africa,2019,1,2,3
Zimbabwe,Congo,2019,2,0,2
Central African Republic,Guinea,2019,0,0,0
Tanzania,Uganda,2019,3,0,3
British Virgin Islands,Bonaire,2019,1,2,3
Puerto Rico,Grenada,2019,0,2,2
Canada,French Guiana,2019,4,1,5
Dominican Republic,Bermuda,2019,1,3,4
Haiti,Cuba,2019,2,1,3
Barbados,Nicaragua,2019,0,1,1
El Salvador,Jamaica,2019,2,0,2
Kosovo,Bulgaria,2019,1,1,2
Montenegro,England,2019,1,5,6
Portugal,Serbia,2019,1,1,2
Luxembourg,Ukraine,2019,1,2,3
Turkey,Moldova,2019,4,0,4
Andorra,Albania,2019,0,3,3
France,Iceland,2019,4,0,4
Republic of Ireland,Georgia,2019,1,0,1
Switzerland,Denmark,2019,3,3,6
Malta,Spain,2019,0,2,2
Norway,Sweden,2019,3,3,6
Romania,Faroe Islands,2019,4,1,5
Bosnia and Herzegovina,Greece,2019,2,2,4
Italy,Liechtenstein,2019,6,0,6
Armenia,Finland,2019,0,2,2
Botswana,Seychelles,2019,2,0,2
Eswatini,Malawi,2019,0,0,0
Malawi,Eswatini,2019,1,1,2
Seychelles,Botswana,2019,1,3,4
Portugal,Switzerland,2019,3,1,4
England,Netherlands,2019,1,3,4
Bhutan,Guam,2019,1,0,1
Cambodia,Pakistan,2019,2,0,2
Laos,Bangladesh,2019,0,1,1
Macau,Sri Lanka,2019,1,0,1
Mongolia,Brunei,2019,2,0,2
Czech Republic,Bulgaria,2019,2,1,3
Montenegro,Kosovo,2019,1,1,2
Lithuania,Luxembourg,2019,1,1,2
Ukraine,Serbia,2019,5,0,5
Georgia,Gibraltar,2019,3,0,3
Denmark,Republic of Ireland,2019,1,1,2
Faroe Islands,Spain,2019,1,4,5
Norway,Romania,2019,2,2,4
Sweden,Malta,2019,3,0,3
Austria,Slovenia,2019,1,0,1
North Macedonia,Poland,2019,0,1,1
Latvia,Israel,2019,0,3,3
Malaysia,Timor-Leste,2019,7,1,8
Estonia,Northern Ireland,2019,1,2,3
Belarus,Germany,2019,0,2,2
Croatia,Wales,2019,2,1,3
Azerbaijan,Hungary,2019,1,3,4
Iceland,Albania,2019,1,0,1
Moldova,Andorra,2019,1,0,1
Turkey,France,2019,2,0,2
Russia,San Marino,2019,9,0,9
Scotland,Cyprus,2019,2,1,3
Belgium,Kazakhstan,2019,3,0,3
Finland,Bosnia and Herzegovina,2019,2,0,2
Armenia,Liechtenstein,2019,3,0,3
Greece,Italy,2019,0,3,3
Switzerland,England,2019,0,0,0
Portugal,Netherlands,2019,1,0,1
Czech Republic,Montenegro,2019,3,0,3
Bulgaria,Kosovo,2019,2,3,5
Serbia,Lithuania,2019,4,1,5
Ukraine,Luxembourg,2019,1,0,1
Republic of Ireland,Gibraltar,2019,2,0,2
Denmark,Georgia,2019,5,1,6
Faroe Islands,Norway,2019,0,2,2
Malta,Romania,2019,0,4,4
Spain,Sweden,2019,3,0,3
North Macedonia,Austria,2019,1,4,5
Poland,Israel,2019,4,0,4
Latvia,Slovenia,2019,0,5,5
Germany,Estonia,2019,8,0,8
Belarus,Northern Ireland,2019,0,1,1
Azerbaijan,Slovakia,2019,1,5,6
Hungary,Wales,2019,1,0,1
Iceland,Turkey,2019,2,1,3
Albania,Moldova,2019,2,0,2
Andorra,France,2019,0,4,4
Kazakhstan,San Marino,2019,4,0,4
Belgium,Scotland,2019,3,0,3
Russia,Cyprus,2019,1,0,1
Italy,Bosnia and Herzegovina,2019,2,1,3
Liechtenstein,Finland,2019,0,2,2
Greece,Armenia,2019,2,3,5
Bangladesh,Laos,2019,0,0,0
Brunei,Mongolia,2019,2,1,3
Guam,Bhutan,2019,5,0,5
Pakistan,Cambodia,2019,1,2,3
Sri Lanka,Macau,2019,3,0,3
Malaysia,Timor-Leste,2019,5,1,6
Brazil,Bolivia,2019,3,0,3
Venezuela,Peru,2019,0,0,0
Argentina,Colombia,2019,0,2,2
Canada,Martinique,2019,4,0,4
Mexico,Cuba,2019,7,0,7
Paraguay,Qatar,2019,2,2,4
Uruguay,Ecuador,2019,4,0,4
Haiti,Bermuda,2019,2,1,3
Costa Rica,Nicaragua,2019,4,0,4
Japan,Chile,2019,0,4,4
Curaçao,El Salvador,2019,0,1,1
Jamaica,Honduras,2019,3,2,5
Bolivia,Peru,2019,1,3,4
Brazil,Venezuela,2019,0,0,0
Panama,Trinidad and Tobago,2019,2,0,2
United States,Guyana,2019,4,0,4
Colombia,Qatar,2019,1,0,1
Argentina,Paraguay,2019,1,1,2
Cuba,Martinique,2019,0,3,3
Mexico,Canada,2019,3,1,4
Uruguay,Japan,2019,2,2,4
Nicaragua,Haiti,2019,0,2,2
Costa Rica,Bermuda,2019,2,1,3
Egypt,Zimbabwe,2019,1,0,1
Ecuador,Chile,2019,1,2,3
El Salvador,Jamaica,2019,0,0,0
Honduras,Curaçao,2019,0,1,1
DR Congo,Uganda,2019,0,2,2
Nigeria,Burundi,2019,1,0,1
Guinea,Madagascar,2019,2,2,4
Bolivia,Venezuela,2019,1,3,4
Guyana,Panama,2019,2,4,6
United States,Trinidad and Tobago,2019,6,0,6
Brazil,Peru,2019,5,0,5
Senegal,Tanzania,2019,2,0,2
Algeria,Kenya,2019,2,0,2
Morocco,Namibia,2019,1,0,1
Colombia,Paraguay,2019,1,0,1
Qatar,Argentina,2019,0,2,2
Canada,Cuba,2019,7,0,7
Martinique,Mexico,2019,2,3,5
Ivory Coast,South Africa,2019,1,0,1
Tunisia,Angola,2019,1,1,2
Mali,Mauritania,2019,4,1,5
Chile,Uruguay,2019,0,1,1
Ecuador,Japan,2019,1,1,2
Bermuda,Nicaragua,2019,2,0,2
Haiti,Costa Rica,2019,2,1,3
Cameroon,Guinea-Bissau,2019,2,0,2
Ghana,Benin,2019,2,2,4
Jamaica,Curaçao,2019,1,1,2
Honduras,El Salvador,2019,4,0,4
Uganda,Zimbabwe,2019,1,1,2
Egypt,DR Congo,2019,2,0,2
Nigeria,Guinea,2019,1,0,1
Trinidad and Tobago,Guyana,2019,1,1,2
United States,Panama,2019,1,0,1
Madagascar,Burundi,2019,1,0,1
Senegal,Algeria,2019,0,1,1
Kenya,Tanzania,2019,3,2,5
Brazil,Paraguay,2019,0,0,0
Morocco,Ivory Coast,2019,1,0,1
South Africa,Namibia,2019,1,0,1
Tunisia,Mali,2019,1,1,2
Colombia,Chile,2019,0,0,0
Venezuela,Argentina,2019,0,2,2
Mauritania,Angola,2019,0,0,0
Cameroon,Ghana,2019,0,0,0
Benin,Guinea-Bissau,2019,0,0,0
Uruguay,Peru,2019,0,0,0
Haiti,Canada,2019,3,2,5
Mexico,Costa Rica,2019,1,1,2
Egypt,Uganda,2019,2,0,2
Zimbabwe,DR Congo,2019,0,4,4
Burundi,Guinea,2019,0,2,2
Madagascar,Nigeria,2019,2,0,2
Jamaica,Panama,2019,1,0,1
United States,Curaçao,2019,1,0,1
Kenya,Senegal,2019,0,3,3
Tanzania,Algeria,2019,0,3,3
Namibia,Ivory Coast,2019,1,4,5
South Africa,Morocco,2019,0,1,1
Angola,Mali,2019,0,1,1
Mauritania,Tunisia,2019,0,0,0
Benin,Cameroon,2019,0,0,0
Guinea-Bissau,Ghana,2019,0,2,2
Brazil,Argentina,2019,2,0,2
Haiti,Mexico,2019,0,1,1
Chile,Peru,2019,0,3,3
United States,Jamaica,2019,3,1,4
Morocco,Benin,2019,1,1,2
Uganda,Senegal,2019,0,1,1
Egypt,South Africa,2019,0,1,1
Nigeria,Cameroon,2019,3,2,5
Argentina,Chile,2019,2,1,3
Algeria,Guinea,2019,3,0,3
Madagascar,DR Congo,2019,2,2,4
Brazil,Peru,2019,3,1,4
United States,Mexico,2019,0,1,1
Ghana,Tunisia,2019,1,1,2
Mali,Ivory Coast,2019,0,1,1
Nigeria,South Africa,2019,2,1,3
Senegal,Benin,2019,1,0,1
Ivory Coast,Algeria,2019,1,1,2
Madagascar,Tunisia,2019,0,3,3
Algeria,Nigeria,2019,2,1,3
Senegal,Tunisia,2019,1,0,1
Tunisia,Nigeria,2019,0,1,1
Senegal,Algeria,2019,0,1,1
Djibouti,Ethiopia,2019,0,1,1
Botswana,Zambia,2019,0,0,0
Comoros,Namibia,2019,0,2,2
Burundi,South Sudan,2019,2,0,2
Somalia,Uganda,2019,1,3,4
Cape Verde,Mauritania,2019,0,0,0
Guinea-Bissau,Mali,2019,0,4,4
Chad,Equatorial Guinea,2019,3,3,6
Tanzania,Kenya,2019,0,0,0
Lesotho,South Africa,2019,3,2,5
Madagascar,Mozambique,2019,1,0,1
Eswatini,Angola,2019,1,1,2
Liberia,Senegal,2019,1,0,1
Benin,Togo,2019,0,0,0
Mauritius,Zimbabwe,2019,0,4,4
Uganda,Somalia,2019,4,1,5
Angola,Eswatini,2019,1,1,2
Zambia,Botswana,2019,3,2,5
Mauritania,Cape Verde,2019,2,1,3
Senegal,Liberia,2019,3,0,3
Equatorial Guinea,Chad,2019,2,1,3
Ethiopia,Djibouti,2019,4,3,7
Kenya,Tanzania,2019,0,0,0
South Sudan,Burundi,2019,1,2,3
Mozambique,Madagascar,2019,3,2,5
Namibia,Comoros,2019,0,0,0
South Africa,Lesotho,2019,0,3,3
Zimbabwe,Mauritius,2019,3,1,4
Mali,Guinea-Bissau,2019,3,0,3
Togo,Benin,2019,1,0,1
Burundi,Tanzania,2019,1,1,2
Djibouti,Eswatini,2019,2,1,3
Eritrea,Namibia,2019,1,2,3
Ethiopia,Lesotho,2019,0,0,0
Liberia,Sierra Leone,2019,3,1,4
Mauritius,Mozambique,2019,0,1,1
São Tomé and Príncipe,Guinea-Bissau,2019,0,1,1
South Sudan,Equatorial Guinea,2019,1,1,2
Republic of Ireland,Switzerland,2019,1,1,2
Gibraltar,Denmark,2019,0,6,6
Faroe Islands,Sweden,2019,0,4,4
Norway,Malta,2019,2,0,2
Romania,Spain,2019,1,2,3
Israel,North Macedonia,2019,1,1,2
Armenia,Italy,2019,1,3,4
Bosnia and Herzegovina,Liechtenstein,2019,5,0,5
Finland,Greece,2019,1,0,1
Bermuda,Panama,2019,1,4,5
Grenada,Saint Kitts and Nevis,2019,2,1,3
French Guiana,Belize,2019,3,0,3
Dominica,Suriname,2019,1,2,3
United States Virgin Islands,Cayman Islands,2019,0,2,2
Barbados,Saint Martin,2019,4,0,4
Guatemala,Anguilla,2019,10,0,10
Guam,Maldives,2019,0,1,1
Philippines,Syria,2019,2,5,7
Taiwan,Jordan,2019,1,2,3
Kuwait,Nepal,2019,7,0,7
Cambodia,Hong Kong,2019,1,1,2
Bahrain,Iraq,2019,1,1,2
Palestine,Uzbekistan,2019,2,0,2
Singapore,Yemen,2019,2,2,4
India,Oman,2019,1,2,3
Qatar,Afghanistan,2019,6,0,6
Mongolia,Myanmar,2019,1,0,1
Tajikistan,Kyrgyzstan,2019,1,0,1
Thailand,Vietnam,2019,0,0,0
Indonesia,Malaysia,2019,2,3,5
North Korea,Lebanon,2019,2,0,2
Sri Lanka,Turkmenistan,2019,0,2,2
Chad,Sudan,2019,1,3,4
Seychelles,Rwanda,2019,0,3,3
Somalia,Zimbabwe,2019,1,0,1
Estonia,Belarus,2019,1,2,3
Germany,Netherlands,2019,2,4,6
Wales,Azerbaijan,2019,2,1,3
Slovakia,Croatia,2019,0,4,4
Austria,Latvia,2019,6,0,6
Slovenia,Poland,2019,2,0,2
Cyprus,Kazakhstan,2019,1,1,2
Scotland,Russia,2019,1,2,3
San Marino,Belgium,2019,0,4,4
Martinique,Trinidad and Tobago,2019,1,1,2
Aruba,Guyana,2019,0,1,1
Jamaica,Antigua and Barbuda,2019,6,0,6
Nicaragua,Saint Vincent and the Grenadines,2019,1,1,2
Bonaire,British Virgin Islands,2019,4,2,6
Comoros,Togo,2019,1,1,2
Gambia,Angola,2019,0,1,1
Kosovo,Czech Republic,2019,2,1,3
England,Bulgaria,2019,4,0,4
Lithuania,Ukraine,2019,0,3,3
Serbia,Portugal,2019,2,4,6
Iceland,Moldova,2019,3,0,3
France,Albania,2019,4,1,5
Turkey,Andorra,2019,1,0,1
Canada,Cuba,2019,6,0,6
Curaçao,Haiti,2019,1,0,1
Montserrat,Dominican Republic,2019,2,1,3
El Salvador,Saint Lucia,2019,3,0,3
Guadeloupe,Sint Maarten,2019,5,1,6
Botswana,Malawi,2019,0,0,0
Switzerland,Gibraltar,2019,4,0,4
Georgia,Denmark,2019,0,0,0
Romania,Malta,2019,1,0,1
Spain,Faroe Islands,2019,4,0,4
Sweden,Norway,2019,1,1,2
Armenia,Bosnia and Herzegovina,2019,4,2,6
Finland,Italy,2019,1,2,3
Greece,Liechtenstein,2019,1,1,2
Panama,Bermuda,2019,0,2,2
Belize,Grenada,2019,1,2,3
Saint Kitts and Nevis,French Guiana,2019,2,2,4
Saint Vincent and the Grenadines,Dominica,2019,1,0,1
Suriname,Nicaragua,2019,6,0,6
Saint Martin,United States Virgin Islands,2019,1,2,3
Cayman Islands,Barbados,2019,3,2,5
Equatorial Guinea,South Sudan,2019,1,0,1
Lesotho,Ethiopia,2019,1,1,2
Sierra Leone,Liberia,2019,1,0,1
Tanzania,Burundi,2019,1,1,2
Northern Ireland,Germany,2019,0,2,2
Estonia,Netherlands,2019,0,4,4
Azerbaijan,Croatia,2019,1,1,2
Hungary,Slovakia,2019,1,2,3
Poland,Austria,2019,0,0,0
Slovenia,Israel,2019,3,2,5
Latvia,North Macedonia,2019,0,2,2
Scotland,Belgium,2019,0,4,4
Russia,Kazakhstan,2019,1,0,1
San Marino,Cyprus,2019,0,4,4
Trinidad and Tobago,Martinique,2019,2,2,4
Antigua and Barbuda,Aruba,2019,2,1,3
Guyana,Jamaica,2019,0,4,4
Bahamas,Bonaire,2019,2,1,3
England,Kosovo,2019,5,3,8
Montenegro,Czech Republic,2019,0,3,3
Luxembourg,Serbia,2019,1,3,4
Lithuania,Portugal,2019,1,5,6
Albania,Iceland,2019,4,2,6
France,Andorra,2019,3,0,3
Moldova,Turkey,2019,0,4,4
Cuba,Canada,2019,0,1,1
Haiti,Curaçao,2019,1,1,2
Montserrat,Saint Lucia,2019,1,1,2
Dominican Republic,El Salvador,2019,1,0,1
Puerto Rico,Guatemala,2019,0,5,5
Turks and Caicos Islands,Guadeloupe,2019,0,3,3
Guam,Philippines,2019,1,4,5
Maldives,China PR,2019,0,5,5
Kuwait,Australia,2019,0,3,3
Taiwan,Nepal,2019,0,2,2
Cambodia,Bahrain,2019,0,1,1
Hong Kong,Iran,2019,0,2,2
Yemen,Saudi Arabia,2019,2,2,4
Singapore,Palestine,2019,2,1,3
Afghanistan,Bangladesh,2019,1,0,1
Qatar,India,2019,0,0,0
Mongolia,Tajikistan,2019,0,1,1
Myanmar,Japan,2019,0,2,2
Indonesia,Thailand,2019,0,3,3
Malaysia,United Arab Emirates,2019,1,2,3
Turkmenistan,South Korea,2019,0,2,2
Sri Lanka,North Korea,2019,0,1,1
Angola,Gambia,2019,2,1,3
Guinea-Bissau,São Tomé and Príncipe,2019,2,1,3
Malawi,Botswana,2019,1,0,1
Mozambique,Mauritius,2019,2,0,2
Namibia,Eritrea,2019,2,0,2
Rwanda,Seychelles,2019,7,0,7
Sudan,Chad,2019,0,0,0
Eswatini,Djibouti,2019,0,0,0
Togo,Comoros,2019,2,0,2
Zimbabwe,Somalia,2019,3,1,4
Burundi,Uganda,2019,0,3,3
Algeria,Morocco,2019,0,0,0
Tunisia,Libya,2019,1,0,1
Mauritania,Mali,2019,0,0,0
Senegal,Guinea,2019,1,0,1
Central African Republic,DR Congo,2019,0,2,2
Equatorial Guinea,Congo,2019,2,2,4
Ethiopia,Rwanda,2019,0,1,1
Tanzania,Sudan,2019,0,1,1
Madagascar,Namibia,2019,1,0,1
Eswatini,Zambia,2019,0,1,1
Zimbabwe,Lesotho,2019,3,1,4
Ghana,Burkina Faso,2019,0,1,1
Niger,Ivory Coast,2019,2,0,2
Togo,Nigeria,2019,4,1,5
Djibouti,Gambia,2019,1,1,2
Liberia,Chad,2019,1,0,1
Mauritius,São Tomé and Príncipe,2019,1,3,4
South Sudan,Seychelles,2019,2,1,3
Belarus,Estonia,2019,0,0,0
Netherlands,Northern Ireland,2019,3,1,4
Croatia,Hungary,2019,3,0,3
Slovakia,Wales,2019,1,1,2
Austria,Israel,2019,3,1,4
North Macedonia,Slovenia,2019,2,1,3
Latvia,Poland,2019,0,3,3
Kazakhstan,Cyprus,2019,1,2,3
Belgium,San Marino,2019,9,0,9
Russia,Scotland,2019,4,0,4
Trinidad and Tobago,Honduras,2019,0,2,2
Haiti,Costa Rica,2019,1,1,2
Belize,Saint Kitts and Nevis,2019,0,4,4
French Guiana,Grenada,2019,0,0,0
British Virgin Islands,Bahamas,2019,0,4,4
Sint Maarten,Turks and Caicos Islands,2019,2,5,7
Syria,Maldives,2019,2,1,3
China PR,Guam,2019,7,0,7
Jordan,Kuwait,2019,0,0,0
Australia,Nepal,2019,5,0,5
Iran,Cambodia,2019,14,0,14
Iraq,Hong Kong,2019,2,0,2
Uzbekistan,Yemen,2019,5,0,5
Saudi Arabia,Singapore,2019,3,0,3
Bangladesh,Qatar,2019,0,2,2
Oman,Afghanistan,2019,3,0,3
Japan,Mongolia,2019,6,0,6
Kyrgyzstan,Myanmar,2019,7,0,7
United Arab Emirates,Indonesia,2019,5,0,5
Vietnam,Malaysia,2019,1,0,1
Lebanon,Turkmenistan,2019,2,1,3
South Korea,Sri Lanka,2019,8,0,8
Czech Republic,England,2019,2,1,3
Montenegro,Bulgaria,2019,0,0,0
Portugal,Luxembourg,2019,3,0,3
Ukraine,Lithuania,2019,2,0,2
Iceland,France,2019,0,1,1
Andorra,Moldova,2019,1,0,1
Turkey,Albania,2019,1,0,1
United States,Cuba,2019,7,0,7
Bermuda,Mexico,2019,1,5,6
Antigua and Barbuda,Guyana,2019,2,1,3
Saint Vincent and the Grenadines,Suriname,2019,2,2,4
Nicaragua,Dominica,2019,3,1,4
Georgia,Republic of Ireland,2019,0,0,0
Denmark,Switzerland,2019,1,0,1
Faroe Islands,Romania,2019,0,3,3
Malta,Sweden,2019,0,4,4
Norway,Spain,2019,1,1,2
Bosnia and Herzegovina,Finland,2019,4,1,5
Italy,Greece,2019,2,0,2
Liechtenstein,Armenia,2019,1,1,2
Dominican Republic,Saint Lucia,2019,3,0,3
Montserrat,El Salvador,2019,0,2,2
Jamaica,Aruba,2019,2,0,2
Barbados,United States Virgin Islands,2019,1,0,1
Saint Martin,Cayman Islands,2019,3,0,3
Anguilla,Guatemala,2019,0,5,5
Belarus,Netherlands,2019,1,2,3
Estonia,Germany,2019,0,3,3
Hungary,Azerbaijan,2019,1,0,1
Wales,Croatia,2019,1,1,2
Poland,North Macedonia,2019,2,0,2
Slovenia,Austria,2019,0,1,1
Scotland,San Marino,2019,6,0,6
Cyprus,Russia,2019,0,5,5
Kazakhstan,Belgium,2019,0,2,2
Gambia,Djibouti,2019,1,1,2
Chad,Liberia,2019,1,0,1
São Tomé and Príncipe,Mauritius,2019,2,1,3
Seychelles,South Sudan,2019,0,1,1
Honduras,Martinique,2019,1,0,1
Costa Rica,Curaçao,2019,0,0,0
Saint Kitts and Nevis,Belize,2019,0,1,1
Grenada,French Guiana,2019,1,0,1
British Virgin Islands,Bonaire,2019,3,4,7
Kosovo,Montenegro,2019,2,0,2
Bulgaria,England,2019,0,6,6
Lithuania,Serbia,2019,1,2,3
Ukraine,Portugal,2019,2,1,3
Iceland,Andorra,2019,2,0,2
France,Turkey,2019,1,1,2
Moldova,Albania,2019,0,4,4
Guyana,Antigua and Barbuda,2019,5,1,6
Dominica,Nicaragua,2019,0,4,4
Suriname,Saint Vincent and the Grenadines,2019,0,1,1
Sint Maarten,Guadeloupe,2019,1,2,3
Gibraltar,Georgia,2019,2,3,5
Switzerland,Republic of Ireland,2019,2,0,2
Faroe Islands,Malta,2019,1,0,1
Sweden,Spain,2019,1,1,2
Romania,Norway,2019,1,1,2
Israel,Latvia,2019,3,1,4
Finland,Armenia,2019,3,0,3
Liechtenstein,Italy,2019,0,5,5
Greece,Bosnia and Herzegovina,2019,2,1,3
Canada,United States,2019,2,0,2
Mexico,Panama,2019,3,1,4
Dominican Republic,Montserrat,2019,0,0,0
Saint Lucia,El Salvador,2019,0,2,2
Aruba,Jamaica,2019,0,6,6
Cayman Islands,Saint Martin,2019,1,0,1
United States Virgin Islands,Barbados,2019,0,4,4
Anguilla,Puerto Rico,2019,2,3,5
Syria,Guam,2019,4,0,4
Philippines,China PR,2019,0,0,0
Jordan,Nepal,2019,3,0,3
Taiwan,Australia,2019,1,7,8
Cambodia,Iraq,2019,0,4,4
Bahrain,Iran,2019,1,0,1
Palestine,Saudi Arabia,2019,0,0,0
Singapore,Uzbekistan,2019,1,3,4
India,Bangladesh,2019,1,1,2
Qatar,Oman,2019,2,1,3
Mongolia,Kyrgyzstan,2019,1,2,3
Tajikistan,Japan,2019,0,3,3
Thailand,United Arab Emirates,2019,2,1,3
Indonesia,Vietnam,2019,1,3,4
North Korea,South Korea,2019,0,0,0
Sri Lanka,Lebanon,2019,0,3,3
Sudan,Tanzania,2019,1,2,3
Rwanda,Ethiopia,2019,1,1,2
Uganda,Burundi,2019,3,0,3
Morocco,Algeria,2019,3,0,3
Namibia,Madagascar,2019,2,0,2
Zambia,Eswatini,2019,2,2,4
Nigeria,Togo,2019,2,0,2
Congo,Equatorial Guinea,2019,1,0,1
DR Congo,Central African Republic,2019,4,1,5
Libya,Tunisia,2019,1,2,3
Lesotho,Zimbabwe,2019,0,0,0
Guinea,Senegal,2019,1,0,1
Mali,Mauritania,2019,2,0,2
Burkina Faso,Ghana,2019,0,0,0
Ivory Coast,Niger,2019,1,0,1
Namibia,Chad,2019,2,1,3
Malawi,South Sudan,2019,1,0,1
Burkina Faso,Uganda,2019,0,0,0
Sudan,São Tomé and Príncipe,2019,4,0,4
Angola,Gambia,2019,1,3,4
Central African Republic,Burundi,2019,2,0,2
Cameroon,Cape Verde,2019,0,0,0
Guinea-Bissau,Eswatini,2019,3,0,3
Senegal,Congo,2019,2,0,2
Nigeria,Benin,2019,2,1,3
Sierra Leone,Lesotho,2019,1,1,2
Mali,Guinea,2019,2,2,4
Ghana,South Africa,2019,2,0,2
DR Congo,Gabon,2019,0,0,0
Mozambique,Rwanda,2019,2,0,2
Egypt,Kenya,2019,1,1,2
Togo,Comoros,2019,0,1,1
Algeria,Zambia,2019,5,0,5
England,Montenegro,2019,7,0,7
Czech Republic,Kosovo,2019,2,1,3
Portugal,Lithuania,2019,6,0,6
Serbia,Luxembourg,2019,3,2,5
Turkey,Iceland,2019,0,0,0
Albania,Andorra,2019,2,2,4
France,Moldova,2019,2,1,3
Martinique,Honduras,2019,1,1,2
Curaçao,Costa Rica,2019,1,2,3
